price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,price_M,price_per_sqft,log_price,log_area,price_segment,premium_score,area_quintile
9100000,6000,4,1,2,1,0,1,0,0,2,0,semi-furnished,9.1,1516.6666666666667,16.02378497148708,8.699514748210191,Eleve,1,Q4
9100000,6600,4,2,2,1,1,1,0,1,1,1,unfurnished,9.1,1378.7878787878788,16.02378497148708,8.794824928014517,Eleve,4,Q4
8960000,8500,3,2,4,1,0,0,0,1,2,0,furnished,8.96,1054.1176470588234,16.008280784951115,9.047821442478408,Eleve,2,Q5
8890000,4600,3,2,2,1,1,0,0,1,2,0,furnished,8.89,1932.608695652174,16.00043760749009,8.433811582477187,Eleve,3,Q3
8855000,6420,3,2,2,1,0,0,0,1,1,1,semi-furnished,8.855,1379.2834890965732,15.99649282919907,8.767173396684006,Eleve,3,Q4
8750000,4320,3,1,2,1,0,1,1,0,2,0,semi-furnished,8.75,2025.462962962963,15.984564258333798,8.371010681238156,Eleve,1,Q3
8680000,7155,3,2,1,1,1,1,0,1,2,0,unfurnished,8.68,1213.1376659678547,15.976532086636533,8.875566691990551,Eleve,3,Q5
8645000,8050,3,1,1,1,1,1,0,1,1,0,furnished,8.645,1073.9130434782608,15.972491677099528,8.99342737041261,Eleve,3,Q5
8645000,4560,3,2,2,1,1,1,0,1,1,0,furnished,8.645,1895.8333333333333,15.972491677099528,8.425077902508432,Eleve,3,Q3
8575000,8800,3,2,2,1,0,0,0,1,2,0,furnished,8.575,974.4318181818181,15.964361551016278,9.082507000466299,Eleve,2,Q5
8540000,6540,4,2,2,1,1,1,0,1,2,1,furnished,8.54,1305.8103975535169,15.960271565764753,8.785692444451245,Eleve,4,Q4
8463000,6000,3,2,4,1,1,1,0,1,0,1,semi-furnished,8.463,1410.5,15.951214278652243,8.699514748210191,Eleve,4,Q4
8400000,8875,3,1,1,1,0,0,0,0,1,0,semi-furnished,8.4,946.4788732394367,15.943742263813542,9.090993614343617,Eleve,1,Q5
8400000,7950,5,2,2,1,0,1,1,0,2,0,unfurnished,8.4,1056.6037735849056,15.943742263813542,8.980927207648378,Eleve,1,Q5
8400000,5500,4,2,2,1,0,1,0,1,1,1,semi-furnished,8.4,1527.2727272727273,15.943742263813542,8.612503371220562,Eleve,3,Q4
8400000,7475,3,2,4,1,0,0,0,1,2,0,unfurnished,8.4,1123.7458193979933,15.943742263813542,8.919319398258887,Eleve,2,Q5
8400000,7000,3,1,4,1,0,0,0,1,2,0,semi-furnished,8.4,1200.0,15.943742263813542,8.85366542803745,Eleve,2,Q5
8295000,4880,4,2,2,1,0,0,0,1,1,1,furnished,8.295,1699.795081967213,15.931163481606681,8.492900498847193,Eleve,3,Q3
8190000,5960,3,3,2,1,1,1,0,0,1,0,unfurnished,8.19,1374.1610738255033,15.918424455829252,8.692825760059396,Eleve,2,Q4
8120000,6840,5,1,2,1,1,1,0,1,1,0,furnished,8.12,1187.1345029239767,15.90984071213786,8.830543010616596,Eleve,3,Q5
8080940,7000,3,2,4,1,0,0,0,1,2,0,furnished,8.08094,1154.42,15.90501876036436,8.85366542803745,Eleve,2,Q5
8043000,7482,3,2,3,1,0,0,1,0,1,1,furnished,8.043,1074.979951884523,15.900312705886206,8.920255414908091,Eleve,2,Q5
7980000,9000,4,2,4,1,0,0,0,1,2,0,furnished,7.98,886.6666666666666,15.892448969425992,9.104979856318357,Eleve,2,Q5
7962500,6000,3,1,4,1,1,0,0,1,2,0,unfurnished,7.9625,1327.0833333333333,15.890253578862556,8.699514748210191,Eleve,3,Q4
7910000,6000,4,2,4,1,0,0,0,1,1,0,semi-furnished,7.91,1318.3333333333333,15.883638339743836,8.699514748210191,Eleve,2,Q4
7875000,6550,3,1,2,1,0,1,0,1,0,1,furnished,7.875,1202.2900763358778,15.879203742675971,8.787220328629298,Eleve,3,Q4
7840000,6360,3,2,4,1,0,0,0,1,0,1,furnished,7.84,1232.7044025157234,15.87474939232659,8.757783656334167,Eleve,3,Q4
7700000,6480,3,2,4,1,0,0,0,1,2,0,unfurnished,7.7,1188.2716049382716,15.856730886823913,8.776475789346321,Eleve,2,Q4
7700000,6000,4,2,4,1,0,0,0,0,2,0,semi-furnished,7.7,1283.3333333333333,15.856730886823913,8.699514748210191,Eleve,1,Q4
7560000,6000,4,2,4,1,0,0,0,1,1,0,furnished,7.56,1260.0,15.838381748155715,8.699514748210191,Eleve,2,Q4
7560000,6000,3,2,3,1,0,0,0,1,0,0,semi-furnished,7.56,1260.0,15.838381748155715,8.699514748210191,Eleve,2,Q4
7525000,6000,3,2,4,1,0,0,0,1,1,0,furnished,7.525,1254.1666666666667,15.833741368599213,8.699514748210191,Eleve,2,Q4
7490000,6600,3,1,4,1,0,0,0,1,3,1,furnished,7.49,1134.8484848484848,15.829079355493402,8.794824928014517,Eleve,3,Q4
7455000,4300,3,2,2,1,0,1,0,0,1,0,unfurnished,7.455,1733.7209302325582,15.824395506180975,8.366370301681654,Eleve,1,Q3
7420000,7440,3,2,1,1,1,1,0,1,0,1,semi-furnished,7.42,997.3118279569892,15.819689615143563,8.914626127827137,Eleve,4,Q5
7420000,7440,3,2,4,1,0,0,0,0,1,1,unfurnished,7.42,997.3118279569892,15.819689615143563,8.914626127827137,Eleve,2,Q5
7420000,6325,3,1,4,1,0,0,0,1,1,0,unfurnished,7.42,1173.1225296442688,15.819689615143563,8.752265313595721,Eleve,2,Q4
7350000,6000,4,2,4,1,1,0,0,1,1,0,furnished,7.35,1225.0,15.81021087118902,8.699514748210191,Eleve,3,Q4
7350000,5150,3,2,4,1,0,0,0,1,2,0,semi-furnished,7.35,1427.1844660194174,15.81021087118902,8.546751993657782,Eleve,2,Q3
7350000,6000,3,2,2,1,1,0,0,1,1,0,semi-furnished,7.35,1225.0,15.81021087118902,8.699514748210191,Eleve,3,Q4
7350000,6000,3,1,2,1,0,0,0,1,1,0,unfurnished,7.35,1225.0,15.81021087118902,8.699514748210191,Eleve,2,Q4
7343000,11440,4,1,2,1,0,1,0,0,1,1,semi-furnished,7.343,641.8706293706293,15.809258036433748,9.344871264933788,Eleve,2,Q5
7245000,9000,4,2,4,1,1,0,0,1,1,1,furnished,7.245,805.0,15.79582213373692,9.104979856318357,Eleve,4,Q5
7210000,7680,4,2,4,1,1,0,0,1,1,0,semi-furnished,7.21,938.8020833333334,15.790979509261131,8.946374826141717,Eleve,3,Q5
7210000,6000,3,2,4,1,1,0,0,1,1,0,furnished,7.21,1201.6666666666667,15.790979509261131,8.699514748210191,Eleve,3,Q4
7140000,6000,3,2,2,1,1,0,0,0,1,0,semi-furnished,7.14,1190.0,15.781223334315767,8.699514748210191,Eleve,2,Q4
7070000,8880,2,1,1,1,0,0,0,1,1,0,semi-furnished,7.07,796.1711711711712,15.771371037872756,9.091556835986216,Eleve,2,Q5
7070000,6240,4,2,2,1,0,0,0,1,1,0,furnished,7.07,1133.0128205128206,15.771371037872756,8.738735461363474,Eleve,2,Q4
7035000,6360,4,2,3,1,0,0,0,1,2,1,furnished,7.035,1106.132075471698,15.766408248530626,8.757783656334167,Eleve,3,Q4
7000000,11175,3,1,1,1,0,1,0,1,1,1,furnished,7.0,626.3982102908277,15.761420707019587,9.32143441948177,Eleve,3,Q5
6930000,8880,3,2,2,1,0,1,0,1,1,0,furnished,6.93,780.4054054054054,15.751370371166086,9.091556835986216,Eleve,2,Q5
6930000,13200,2,1,1,1,0,1,1,0,1,0,furnished,6.93,525.0,15.751370371166086,9.487972108574462,Eleve,1,Q5
6895000,7700,3,2,1,1,0,0,0,0,2,0,unfurnished,6.895,895.4545454545455,15.74630706920954,8.948975607841776,Eleve,1,Q5
6860000,6000,3,1,1,1,0,0,0,1,1,0,furnished,6.86,1143.3333333333333,15.741217999702068,8.699514748210191,Eleve,2,Q4
6790000,12090,4,2,2,1,0,0,0,0,2,1,furnished,6.79,561.6211745244003,15.730961499534878,9.400133943608838,Eleve,2,Q5
6790000,4000,3,2,2,1,0,1,0,1,0,1,semi-furnished,6.79,1697.5,15.730961499534878,8.294049640102028,Eleve,3,Q2
6755000,6000,4,2,4,1,0,0,0,1,0,0,unfurnished,6.755,1125.8333333333333,15.725793529376435,8.699514748210191,Eleve,2,Q4
6720000,5020,3,1,4,1,0,0,0,1,0,1,unfurnished,6.72,1338.6454183266933,15.720598712499333,8.521185212685776,Eleve,3,Q3
6685000,6600,2,2,4,1,0,1,0,0,0,1,furnished,6.685,1012.8787878787879,15.71537676851818,8.794824928014517,Eleve,2,Q4
6650000,4040,3,1,2,1,0,1,1,0,1,0,furnished,6.65,1646.039603960396,15.710127412632037,8.303999970955196,Eleve,1,Q2
6650000,4260,4,2,2,1,0,0,1,0,0,0,semi-furnished,6.65,1561.0328638497654,15.710127412632037,8.357024439263416,Eleve,1,Q3
6650000,6420,3,2,3,1,0,0,0,1,0,1,furnished,6.65,1035.8255451713396,15.710127412632037,8.767173396684006,Eleve,3,Q4
6650000,6500,3,2,3,1,0,0,0,1,0,1,furnished,6.65,1023.0769230769231,15.710127412632037,8.779557455883728,Eleve,3,Q4
6650000,5700,3,1,1,1,1,1,0,1,2,1,furnished,6.65,1166.6666666666667,15.710127412632037,8.648221453822641,Eleve,4,Q4
6650000,6000,3,2,3,1,1,0,0,1,0,0,furnished,6.65,1108.3333333333333,15.710127412632037,8.699514748210191,Eleve,3,Q4
6629000,6000,3,1,2,1,0,0,1,0,1,1,semi-furnished,6.629,1104.8333333333333,15.70696452122353,8.699514748210191,Eleve,2,Q4
6615000,4000,3,2,2,1,0,1,0,1,1,0,semi-furnished,6.615,1653.75,15.704850355531192,8.294049640102028,Eleve,2,Q2
6615000,10500,3,2,1,1,0,1,0,1,1,1,furnished,6.615,630.0,15.704850355531192,9.259130536145614,Eleve,3,Q5
6580000,6000,3,2,4,1,0,0,0,1,0,0,semi-furnished,6.58,1096.6666666666667,15.6995453033015,8.699514748210191,Eleve,2,Q4
6510000,3760,3,1,2,1,0,0,1,0,2,0,semi-furnished,6.51,1731.3829787234042,15.688850014184752,8.23217423638394,Eleve,1,Q2
6510000,8250,3,2,3,1,0,0,0,1,0,0,furnished,6.51,789.0909090909091,15.688850014184752,9.017968479328726,Eleve,2,Q5
6510000,6670,3,1,3,1,0,1,0,0,0,1,unfurnished,6.51,976.0119940029984,15.688850014184752,8.80537513890967,Eleve,2,Q5
6475000,3960,3,1,1,1,0,1,0,0,2,0,semi-furnished,6.475,1635.1010101010102,15.683459165549875,8.283999304248526,Eleve,1,Q2
6475000,7410,3,1,1,1,1,1,0,1,2,1,unfurnished,6.475,873.8191632928475,15.683459165549875,8.910585718290132,Eleve,4,Q5
6440000,8580,5,3,2,1,0,0,0,0,2,0,furnished,6.44,750.5827505827506,15.678039098080536,9.057189192482008,Eleve,1,Q5
6440000,5000,3,1,2,1,0,0,0,1,0,0,semi-furnished,6.44,1288.0,15.678039098080536,8.517193191416238,Eleve,2,Q3
6419000,6750,2,1,1,1,1,1,0,0,2,1,furnished,6.419,950.9629629629629,15.674772900293915,8.817297783866575,Eleve,3,Q5
6405000,4800,3,2,4,1,1,0,0,1,0,0,furnished,6.405,1334.375,15.672589493312971,8.476371196895983,Eleve,3,Q3
6300000,7200,3,2,1,1,0,1,0,1,3,0,semi-furnished,6.3,875.0,15.65606019136176,8.881836305004146,Eleve,2,Q5
6300000,6000,4,2,4,1,0,0,0,0,1,0,semi-furnished,6.3,1050.0,15.65606019136176,8.699514748210191,Eleve,1,Q4
6300000,4100,3,2,3,1,0,0,0,1,2,0,semi-furnished,6.3,1536.5853658536585,15.65606019136176,8.318742252692399,Eleve,2,Q3
6300000,9000,3,1,1,1,0,1,0,0,1,1,furnished,6.3,700.0,15.65606019136176,9.104979856318357,Eleve,2,Q5
6300000,6400,3,1,1,1,1,1,0,1,1,1,semi-furnished,6.3,984.375,15.65606019136176,8.764053269347762,Eleve,4,Q4
6293000,6600,3,2,3,1,0,0,0,1,0,1,unfurnished,6.293,953.4848484848485,15.65494846250907,8.794824928014517,Eleve,3,Q4
6265000,6000,4,1,3,1,1,1,0,0,0,1,unfurnished,6.265,1044.1666666666667,15.650489146312307,8.699514748210191,Eleve,3,Q4
6230000,6600,3,2,1,1,0,1,0,1,0,1,unfurnished,6.23,943.939393939394,15.644886890763637,8.794824928014517,Eleve,3,Q4
6230000,5500,3,1,3,1,0,0,0,0,1,1,unfurnished,6.23,1132.7272727272727,15.644886890763637,8.612503371220562,Eleve,2,Q4
6195000,5500,3,2,4,1,1,0,0,1,1,0,semi-furnished,6.195,1126.3636363636363,15.63925307304538,8.612503371220562,Eleve,3,Q4
6195000,6350,3,2,3,1,1,0,0,1,0,0,furnished,6.195,975.5905511811023,15.63925307304538,8.756210091886738,Eleve,3,Q4
6195000,5500,3,2,1,1,1,1,0,0,2,1,furnished,6.195,1126.3636363636363,15.63925307304538,8.612503371220562,Eleve,3,Q4
6160000,4500,3,1,4,1,0,0,0,1,0,0,unfurnished,6.16,1368.888888888889,15.633587335509702,8.411832675758411,Eleve,2,Q3
6160000,5450,4,2,1,1,0,1,0,1,0,1,semi-furnished,6.16,1130.2752293577983,15.633587335509702,8.60337088765729,Eleve,3,Q4
6125000,6420,3,1,3,1,0,1,0,0,0,1,unfurnished,6.125,954.0498442367601,15.627889314395064,8.767173396684006,Eleve,2,Q4
6107500,3240,4,1,3,1,0,0,0,0,1,0,semi-furnished,6.1075,1885.030864197531,15.625028082114033,8.083328608786376,Eleve,1,Q1
6090000,6615,4,2,2,1,1,0,1,0,1,0,semi-furnished,6.09,920.6349206349206,15.622158639686079,8.797095076549056,Eleve,2,Q5
6090000,6600,3,1,1,1,1,1,0,0,2,1,semi-furnished,6.09,922.7272727272727,15.622158639686079,8.794824928014517,Eleve,3,Q4
6090000,8372,3,1,3,1,0,0,0,1,2,0,unfurnished,6.09,727.4247491638796,15.622158639686079,9.03264808356589,Eleve,2,Q5
6083000,4300,6,2,2,1,0,0,0,0,0,0,furnished,6.083,1414.6511627906978,15.621008553302842,8.366370301681654,Eleve,1,Q3
6083000,9620,3,1,1,1,0,1,0,0,2,1,furnished,6.083,632.3284823284823,15.621008553302842,9.171599543659752,Eleve,2,Q5
6020000,6800,2,1,1,1,1,1,0,0,2,0,furnished,6.02,885.2941176470588,15.610597817285004,8.824677891164198,Eleve,2,Q5
6020000,8000,3,1,1,1,1,1,0,1,2,1,semi-furnished,6.02,752.5,15.610597817285004,8.987196820661973,Eleve,4,Q5
6020000,6900,3,2,1,1,1,1,0,0,0,1,unfurnished,6.02,872.463768115942,15.610597817285004,8.83927669058535,Eleve,3,Q5
5950000,3700,4,1,2,1,1,0,0,1,0,0,furnished,5.95,1608.1081081081081,15.598901777521812,8.216088098632316,Eleve,3,Q2
5950000,6420,3,1,1,1,0,1,0,1,0,1,furnished,5.95,926.791277258567,15.598901777521812,8.767173396684006,Eleve,3,Q4
5950000,7020,3,1,1,1,0,1,0,1,2,1,semi-furnished,5.95,847.5783475783476,15.598901777521812,8.856518497019858,Eleve,3,Q5
5950000,6540,3,1,1,1,1,1,0,0,2,1,furnished,5.95,909.7859327217126,15.598901777521812,8.785692444451245,Eleve,3,Q4
5950000,7231,3,1,2,1,1,1,0,1,0,1,semi-furnished,5.95,822.8460793804453,15.598901777521812,8.886132618174951,Eleve,4,Q5
5950000,6254,4,2,1,1,0,1,0,0,1,1,semi-furnished,5.95,951.3911096897986,15.598901777521812,8.740976538017787,Eleve,2,Q4
5950000,7320,4,2,2,1,0,0,0,0,0,0,furnished,5.95,812.8415300546449,15.598901777521812,8.898365606955357,Eleve,1,Q5
5950000,6525,3,2,4,1,0,0,0,0,1,0,furnished,5.95,911.8773946360153,15.598901777521812,8.783396232190894,Eleve,1,Q4
5943000,15600,3,1,1,1,0,0,0,1,2,0,semi-furnished,5.943,380.96153846153845,15.597724614348797,9.655026193237628,Eleve,2,Q5
5880000,7160,3,1,1,1,0,1,0,0,2,1,unfurnished,5.88,821.2290502793296,15.58706731987481,8.87626525995469,Eleve,2,Q5
5880000,6500,3,2,3,1,0,0,0,1,0,0,unfurnished,5.88,904.6153846153846,15.58706731987481,8.779557455883728,Eleve,2,Q4
5873000,5500,3,1,3,1,1,0,0,1,1,0,furnished,5.873,1067.8181818181818,15.585876134504657,8.612503371220562,Eleve,3,Q4
5873000,11460,3,1,3,1,0,0,0,0,2,1,semi-furnished,5.873,512.478184991274,15.585876134504657,9.346617990268731,Eleve,2,Q5
5866000,4800,3,1,1,1,1,1,0,0,0,0,unfurnished,5.866,1222.0833333333333,15.584683528519534,8.476371196895983,Eleve,2,Q3
5810000,5828,4,1,4,1,1,0,0,0,0,0,semi-furnished,5.81,996.9114619080302,15.575091128828094,8.670429167315095,Eleve,2,Q4
5810000,5200,3,1,3,1,0,0,0,1,0,0,semi-furnished,5.81,1117.3076923076924,15.575091128828094,8.556413904569519,Eleve,2,Q3
5810000,4800,3,1,3,1,0,0,0,1,0,0,unfurnished,5.81,1210.4166666666667,15.575091128828094,8.476371196895983,Eleve,2,Q3
5803000,7000,3,1,1,1,0,1,0,0,2,1,semi-furnished,5.803,829.0,15.573885583172745,8.85366542803745,Eleve,2,Q5
5775000,6000,3,2,4,1,0,0,0,1,0,0,unfurnished,5.775,962.5,15.569048814372131,8.699514748210191,Eleve,2,Q4
5740000,5400,4,2,2,1,0,0,0,1,2,0,unfurnished,5.74,1062.962962962963,15.56296976829575,8.594154232552366,Eleve,2,Q3
5740000,4640,4,1,2,1,0,0,0,0,1,0,semi-furnished,5.74,1237.0689655172414,15.56296976829575,8.442469645220301,Eleve,1,Q3
5740000,5000,3,1,3,1,0,0,0,1,0,0,semi-furnished,5.74,1148.0,15.56296976829575,8.517193191416238,Eleve,2,Q3
5740000,6360,3,1,1,1,1,1,0,1,2,1,furnished,5.74,902.5157232704403,15.56296976829575,8.757783656334167,Eleve,4,Q4
5740000,5800,3,2,4,1,0,0,0,1,0,0,unfurnished,5.74,989.6551724137931,15.56296976829575,8.66561319653451,Eleve,2,Q4
5652500,6660,4,2,2,1,1,1,0,0,1,1,semi-furnished,5.6525,848.7237237237238,15.547608483134262,8.803874763534434,Eleve,3,Q5
5600000,10500,4,2,2,1,0,0,0,0,1,0,semi-furnished,5.6,533.3333333333334,15.538277155705378,9.259130536145614,Eleve,1,Q5
5600000,4800,5,2,3,0,0,1,1,0,0,0,unfurnished,5.6,1166.6666666666667,15.538277155705378,8.476371196895983,Eleve,0,Q3
5600000,4700,4,1,2,1,1,1,0,1,1,0,furnished,5.6,1191.4893617021276,15.538277155705378,8.45531778769815,Eleve,3,Q3
5600000,5000,3,1,4,1,0,0,0,0,0,0,furnished,5.6,1120.0,15.538277155705378,8.517193191416238,Eleve,1,Q3
5600000,10500,2,1,1,1,0,0,0,0,1,0,semi-furnished,5.6,533.3333333333334,15.538277155705378,9.259130536145614,Eleve,1,Q5
5600000,5500,3,2,2,1,0,0,0,0,1,0,semi-furnished,5.6,1018.1818181818181,15.538277155705378,8.612503371220562,Eleve,1,Q4
5600000,6360,3,1,3,1,0,0,0,0,0,1,semi-furnished,5.6,880.503144654088,15.538277155705378,8.757783656334167,Eleve,2,Q4
5600000,6600,4,2,1,1,0,1,0,0,0,1,semi-furnished,5.6,848.4848484848485,15.538277155705378,8.794824928014517,Eleve,2,Q4
5600000,5136,3,1,2,1,1,1,0,1,0,1,unfurnished,5.6,1090.342679127726,15.538277155705378,8.544029845369797,Eleve,4,Q3
5565000,4400,4,1,2,1,0,0,0,1,2,1,semi-furnished,5.565,1264.7727272727273,15.532007542691781,8.389359819906353,Eleve,3,Q3
5565000,5400,5,1,2,1,1,1,0,1,0,1,furnished,5.565,1030.5555555555557,15.532007542691781,8.594154232552366,Eleve,4,Q3
5530000,3300,3,3,2,1,0,1,0,0,0,0,semi-furnished,5.53,1675.7575757575758,15.525698373498518,8.101677747454572,Eleve,1,Q1
5530000,3650,3,2,2,1,0,0,0,0,2,0,semi-furnished,5.53,1515.0684931506848,15.525698373498518,8.202482446576537,Eleve,1,Q2
5530000,6100,3,2,1,1,0,1,0,0,2,1,furnished,5.53,906.5573770491803,15.525698373498518,8.716044050161402,Eleve,2,Q4
5523000,6900,3,1,1,1,1,1,0,0,0,1,semi-furnished,5.523,800.4347826086956,15.524431748883325,8.83927669058535,Eleve,3,Q5
5495000,2817,4,2,2,0,1,1,0,0,1,0,furnished,5.495,1950.6567270145545,15.51934914581986,7.943427767876373,Eleve,1,Q1
5495000,7980,3,1,1,1,0,0,0,0,2,0,semi-furnished,5.495,688.5964912280701,15.51934914581986,8.984693690443855,Eleve,1,Q5
5460000,3150,3,2,1,1,1,1,0,1,0,0,furnished,5.46,1733.3333333333333,15.512959347721088,8.055157731819678,Eleve,3,Q1
5460000,6210,4,1,4,1,1,0,0,1,0,0,furnished,5.46,879.2270531400966,15.512959347721088,8.733916174927524,Eleve,3,Q4
5460000,6100,3,1,3,1,1,0,0,1,0,1,semi-furnished,5.46,895.0819672131148,15.512959347721088,8.716044050161402,Eleve,4,Q4
5460000,6600,4,2,2,1,1,1,0,0,0,1,semi-furnished,5.46,827.2727272727273,15.512959347721088,8.794824928014517,Eleve,3,Q4
5425000,6825,3,1,1,1,1,1,0,1,0,1,semi-furnished,5.425,794.8717948717949,15.506528457390797,8.82834762005316,Eleve,4,Q5
5390000,6710,3,2,2,1,1,1,0,0,1,1,furnished,5.39,803.2786885245902,15.50005594288518,8.811354229965728,Eleve,3,Q5
5383000,6450,3,2,1,1,1,1,1,0,0,0,unfurnished,5.383,834.5736434108527,15.498756397543094,8.771835409789817,Eleve,2,Q4
5320000,7800,3,1,1,1,0,1,0,1,2,1,unfurnished,5.32,682.0512820512821,15.486983861317826,8.961879012677683,Eleve,3,Q5
5285000,4600,2,2,1,1,0,0,0,1,2,0,semi-furnished,5.285,1148.9130434782608,15.480383177286475,8.433811582477187,Eleve,2,Q3
5250000,4260,4,1,2,1,0,1,0,1,0,0,furnished,5.25,1232.394366197183,15.473738634567807,8.357024439263416,Eleve,2,Q3
5250000,6540,4,2,2,0,0,0,0,1,0,0,semi-furnished,5.25,802.7522935779816,15.473738634567807,8.785692444451245,Eleve,1,Q4
5250000,5500,3,2,1,1,0,1,0,0,0,0,semi-furnished,5.25,954.5454545454545,15.473738634567807,8.612503371220562,Eleve,1,Q4
5250000,10269,3,1,1,1,0,0,0,0,1,1,semi-furnished,5.25,511.2474437627812,15.473738634567807,9.236884927198295,Eleve,2,Q5
5250000,8400,3,1,2,1,1,1,0,1,2,1,unfurnished,5.25,625.0,15.473738634567807,9.035986984831405,Eleve,4,Q5
5250000,5300,4,2,1,1,0,0,0,1,0,1,unfurnished,5.25,990.566037735849,15.473738634567807,8.575462099540212,Eleve,3,Q3
5250000,3800,3,1,2,1,1,1,0,0,1,1,unfurnished,5.25,1381.578947368421,15.473738634567807,8.242756345714477,Eleve,3,Q2
5250000,9800,4,2,2,1,1,0,0,0,2,0,semi-furnished,5.25,535.7142857142857,15.473738634567807,9.190137664658664,Eleve,2,Q5
5250000,8520,3,1,1,1,0,0,0,1,2,0,furnished,5.25,616.1971830985915,15.473738634567807,9.050171619823361,Eleve,2,Q5
5243000,6050,3,1,1,1,0,1,0,0,0,1,semi-furnished,5.243,866.6115702479339,15.47240441155467,8.707813551024888,Eleve,2,Q4
5229000,7085,3,1,1,1,1,1,0,0,2,1,semi-furnished,5.229,738.0381086803105,15.469730613170269,8.865735152124781,Eleve,3,Q5
5215000,3180,3,2,2,1,0,0,0,0,2,0,semi-furnished,5.215,1639.937106918239,15.46704964641701,8.064636475774222,Eleve,1,Q1
5215000,4500,4,2,1,0,0,1,0,1,2,0,semi-furnished,5.215,1158.888888888889,15.46704964641701,8.411832675758411,Eleve,1,Q3
5215000,7200,3,1,2,1,1,1,0,0,1,1,furnished,5.215,724.3055555555555,15.46704964641701,8.881836305004146,Eleve,3,Q5
5145000,3410,3,1,2,0,0,0,0,1,0,0,semi-furnished,5.145,1508.7976539589442,15.453535927250288,8.134467570277563,Moyen,1,Q1
5145000,7980,3,1,1,1,0,0,0,0,1,1,semi-furnished,5.145,644.7368421052631,15.453535927250288,8.984693690443855,Moyen,2,Q5
5110000,3000,3,2,2,1,1,1,0,0,0,0,furnished,5.11,1703.3333333333333,15.446709962179888,8.006367567650246,Moyen,2,Q1
5110000,3000,3,1,2,1,0,1,0,0,0,0,unfurnished,5.11,1703.3333333333333,15.446709962179888,8.006367567650246,Moyen,1,Q1
5110000,11410,2,1,2,1,0,0,0,0,0,1,furnished,5.11,447.85276073619633,15.446709962179888,9.342245442856122,Moyen,2,Q5
5110000,6100,3,1,1,1,0,1,0,1,0,1,semi-furnished,5.11,837.7049180327868,15.446709962179888,8.716044050161402,Moyen,3,Q4
5075000,5720,2,1,2,1,0,0,0,1,0,1,unfurnished,5.075,887.2377622377622,15.439837082892126,8.651724084373843,Moyen,3,Q4
5040000,3540,2,1,1,0,1,1,0,0,0,0,semi-furnished,5.04,1423.7288135593221,15.432916640047551,8.17188200612782,Moyen,1,Q2
5040000,7600,4,1,2,1,0,0,0,1,2,0,furnished,5.04,663.1578947368421,15.432916640047551,8.935903526274423,Moyen,2,Q5
5040000,10700,3,1,2,1,1,1,0,0,0,0,semi-furnished,5.04,471.02803738317755,15.432916640047551,9.277999020449997,Moyen,2,Q5
